amenity,ele,gnis:feature_id,name,geometry,religion,denomination,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,opening_hours,operator,operator:short,operator:type,operator:website,operator:wikidata,operator:wikipedia,phone,ref,website,brand,brand:wikidata,short_name,source,wheelchair,addr:housename,cuisine,access,addr:unit,branch,internet_access,official_name,outdoor_seating,takeaway,healthcare,recycling_type,operational_status,wikidata,entrance,display,support,email,presbyterian,service_times,check_date,drive_through,fuel:diesel,fuel:octane_87,fuel:octane_89,fuel:octane_93,self_service,brand:website,brand:wikipedia,shop,not:brand:wikidata,changing_table,fee,unisex,social_facility,social_facility:for,description,delivery,leisure,smoking,atm,alt_name,capacity,socket:type1,socket:chademo,contact:email,contact:youtube,drinking_water,lit,bicycle_parking,fountain,theatre:type,amenity_1,fixme:atp,owner,start_date,name:en,check_date:opening_hours,sport,contact:website,shelter_type,contact:phone,note,service:bicycle:pump,service:bicycle:tools,alcohol,dispensing,healthcare:speciality,post:city,post:housenumber,post:postcode,post:state,post:street,covered,fuel,backrest,colour,material,seats,training,animal_boarding,indoor_seating,parking_space,portable,toilets:disposal,toilets:handwashing,automated,bench,cash_in,cash_out,cash_withdrawal,currency:BCH,currency:USD,currency:XBT,indoor,manufacturer,payment:cash,payment:onchain,url,fuel:Kerosene,microbrewery,parking,contact:facebook,contact:instagram,contact:twitter,opening_hours:drive_through,addr:country,waste,hot_water,bottle,armrest,drink:cola,drink:soft_drink,vending,air_conditioning,bar,diet:fish,diet:seafood,payment:american_express,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:mastercard,payment:visa,reservation,website:menu,addr:full,lgbtq,full_name,socket:type1_combo,socket:type1_combo:output,toilets,diet:local,diet:non-vegetarian,bin,nodes,toilets:wheelchair,grades,emergency,surface,building,capacity:disabled,supervised,building:levels,park_ride,layer,orientation,height,drive_in,fax,compressed_air,internet_access:fee,source_ref,denomination:en,demolished:building,fireplace,tourism,after_school,isced:level,nursery,preschool,bus,public_transport,government,org.pcanet:presbytery,org.pcanet:ref,name:fa,fuel:kerosene,denomination:wikidata,denomination:wikipedia,studio,roof:shape,baby_feeding,theatre,food,check_date:opening_hours:drive_through,wikipedia,old_name,previously,golf_cart,vehicle,screen,building:part,location,fuel:octane_98,picnic_table,was:amenity,building:material,townhall:type,fuel:octane_88,ways,type
parking,,,,"POLYGON ((-76.0681204 36.8144452, -76.0678783 36.8143167, -76.0679993 36.8140102, -76.0682048 36.8138164, -76.0685539 36.8136677, -76.0688665 36.8136567, -76.0690315 36.8137288, -76.0690235 36.8137846, -76.0685554 36.8144035, -76.0688854 36.8145728, -76.0687351 36.8147606, -76.0681204 36.8144452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2062731494, 2062731485, 2062731462, 2062731445, 2062731431, 5983004072, 5983004073, 5983004074, 5983004075, 5983004076, 5983004077, 2062731494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0705806 36.8192029, -76.0701616 36.8191099, -76.0696381 36.8189442, -76.0692102 36.8187658, -76.0690057 36.8186442, -76.0691415 36.8184667, -76.0691777 36.8184538, -76.0692166 36.8184549, -76.0706113 36.8191474, -76.0705806 36.8192029))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004006, 2062731728, 2062731724, 2062731710, 5983004001, 5983004002, 5983004003, 5983004004, 5983004005, 5983004006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0723493 36.8191655, -76.0722875 36.81918, -76.0717481 36.8192549, -76.0711529 36.8192613, -76.0708153 36.8192312, -76.0708031 36.8191764, -76.0708849 36.819039, -76.0711679 36.8186621, -76.0713422 36.8184377, -76.0713717 36.8184109, -76.071424 36.8183969, -76.0715742 36.8184163, -76.0722367 36.8187491, -76.0723493 36.8191655))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004016, 2062731731, 2062731733, 2062731734, 5983004007, 5983004008, 5983004009, 5983004010, 5983004011, 5983004012, 5983004013, 5983004014, 5983004015, 5983004016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0733763 36.8188199, -76.0730857 36.818957, -76.0727274 36.8190765, -76.072466 36.819138, -76.0723883 36.8188822, -76.0723548 36.8187426, -76.0723735 36.8186804, -76.0725264 36.8184742, -76.0726176 36.8184292, -76.0727263 36.8183669, -76.0730803 36.8179654, -76.0731836 36.817844, -76.0740379 36.8176959, -76.074058 36.8176959, -76.0740687 36.8177195, -76.0740553 36.8178988, -76.074011 36.8180577, -76.0739467 36.8182015, -76.0738689 36.8183336, -76.0737616 36.8184785, -76.0736597 36.8185913, -76.073543 36.8187018, -76.0733763 36.8188199))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2062731714, 2062731726, 2062731727, 5983004017, 5983004018, 5983004019, 5983004020, 5983004021, 5983004022, 5983004023, 5983004024, 5983004025, 5983004026, 5983004027, 5983004028, 5983004029, 5983004030, 5983004031, 5983004032, 5983004033, 5983004034, 5983004035, 2062731714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0744776 36.8168203, -76.0745754 36.8172594, -76.0746199 36.8175676, -76.0746101 36.8178864, -76.0745341 36.8181884, -76.074368 36.8185433, -76.074185 36.8187754, -76.0740837 36.8188701, -76.0740245 36.8188543, -76.0740241 36.8189139, -76.0735654 36.8189219, -76.0735634 36.8188614, -76.0737388 36.818718, -76.0739373 36.8185161, -76.0740633 36.8183164, -76.0741787 36.8180598, -76.0742229 36.8178376, -76.0742337 36.8176261, -76.0741974 36.8174049, -76.0740955 36.8169798, -76.0741062 36.8169325, -76.0741411 36.816895, -76.0742135 36.8168627, -76.0744776 36.8168203))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004047, 2062731651, 2062731669, 2062731685, 2062731693, 2062731702, 2062731712, 2062731720, 2062731718, 2062731722, 2062731723, 2062731719, 5983004036, 5983004037, 5983004038, 5983004039, 5983004040, 5983004041, 5983004042, 5983004043, 5983004044, 5983004045, 5983004046, 5983004047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0733506 36.8138322, -76.0734632 36.8137499, -76.0736968 36.8136812, -76.0737939 36.8137522, -76.0744409 36.8166559, -76.0741371 36.8167071, -76.0740633 36.816692, -76.0740231 36.8166673, -76.0739909 36.8166104, -76.0735202 36.814417, -76.0734531 36.8141711, -76.0733351 36.8139156, -76.0733506 36.8138322))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2062731447, 2062731436, 2062731432, 2062731437, 5983004048, 5983004049, 5983004050, 5983004051, 5983004052, 5983004053, 5983004054, 5983004055, 2062731447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0717217 36.8135565, -76.0722162 36.8135392, -76.0725314 36.8135775, -76.0728101 36.8136631, -76.0730719 36.8138705, -76.0731393 36.8139381, -76.0732211 36.8140584, -76.0732976 36.8142087, -76.0732828 36.8142452, -76.0732506 36.8142602, -76.0724889 36.8144073, -76.0714401 36.8138705, -76.0716735 36.8135752, -76.0717217 36.8135565))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004064, 2062731419, 2062731426, 2062731430, 2062731452, 5983004056, 5983004057, 5983004058, 5983004059, 5983004060, 5983004061, 5983004062, 5983004063, 5983004064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0694901 36.8136349, -76.0713126 36.8135709, -76.0714723 36.8136439, -76.0708661 36.8144589, -76.0708326 36.8144835, -76.0708044 36.8144943, -76.0693748 36.8137857, -76.0694901 36.8136349))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004071, 5983004065, 5983004066, 5983004067, 5983004068, 5983004069, 5983004070, 5983004071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0688876 36.8185739, -76.0688619 36.8185586, -76.0685968 36.8183663, -76.0684564 36.8182266, -76.0683663 36.8180923, -76.0683227 36.8179533, -76.0683028 36.8178471, -76.0682924 36.8177188, -76.0682388 36.817005, -76.0682327 36.8166073, -76.0682912 36.8165546, -76.0692276 36.8165416, -76.0692612 36.8160798, -76.0694097 36.8158479, -76.0696812 36.8156607, -76.0702227 36.8159195, -76.0703269 36.8164, -76.0696455 36.8172433, -76.0696806 36.8175069, -76.0696793 36.8175563, -76.0696538 36.8176035, -76.0688876 36.8185739))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5983004196, 2062731703, 5983003948, 2062731695, 2062731688, 5983003947, 5983003946, 2062731679, 2062731639, 5983004078, 5983004079, 7947164802, 7947164803, 7947164801, 5983004187, 5983004188, 5983004189, 5983004192, 5983004193, 5983004194, 5983004195, 5983004196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0291162 36.9240237, -76.0293576 36.9239616, -76.0294971 36.9242124, -76.0299289 36.9240902, -76.0298603 36.9239417, -76.0302937 36.9238329, -76.0304386 36.9242553, -76.0299048 36.9243797, -76.0299209 36.9244247, -76.0296634 36.9244848, -76.0296446 36.924444, -76.029355 36.9245062, -76.0292745 36.9242403, -76.029225 36.924254, -76.0291967 36.9242618, -76.0291162 36.9240237))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6048951535, 6048951531, 6048951536, 6048951530, 6048951534, 6048951523, 6048951526, 6048951529, 6048951527, 6048951525, 6048951532, 6048951533, 6048951524, 6069240429, 6048951528, 6048951535]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.1815073 36.8400279, -76.1812408 36.8400347, -76.1812408 36.8399903, -76.1815057 36.8399853, -76.1815073 36.8400279))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4917592414, 4917593723, 4917592412, 4917592413, 4917592414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.1814587 36.8396445, -76.1814101 36.8396082, -76.181525 36.8395113, -76.1815751 36.8395477, -76.1814587 36.8396445))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4917592417, 4917592418, 4917592419, 4917592420, 4917592417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-75.9942064 36.6872917, -75.993886 36.6872151, -75.9937975 36.6874517, -75.9937843 36.6874869, -75.9938552 36.6875511, -75.9939538 36.687598, -75.9940321 36.6876238, -75.9940739 36.6876376, -75.9942064 36.6872917))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6088469541, 6088469542, 6088470038, 6088469543, 6088469544, 6088469545, 6088469547, 6088469546, 6088469541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.1804738 36.8385653, -76.1805238 36.8385384, -76.1803684 36.838324, -76.1801693 36.8380204, -76.1801056 36.8380481, -76.1803121 36.8383546, -76.1804738 36.8385653))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4919246609, 4919246610, 4919246611, 4919246612, 4919246613, 4919246614, 4919246609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0240693 36.6865007, -76.0238897 36.6866413, -76.0237934 36.6865622, -76.0238718 36.686811, -76.0242095 36.6867362, -76.02414 36.6865588, -76.0240693 36.6865007))",,,,,,,,,Cullipher Farm Market,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6274408950, 6274408949, 6274408948, 6274408947, 6274408946, 6274408945, 6274408950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.2079467 36.8153898, -76.2071861 36.8152289, -76.2070612 36.8155847, -76.2078145 36.8157567, -76.2078731 36.8156507, -76.2078973 36.8155699, -76.2079467 36.8153898))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6275244933, 6275244932, 6275244931, 6275244930, 6275244929, 6275244928, 6275244933]",,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast_food,,,Panera Bread,"POLYGON ((-76.1780684 36.800931, -76.1778677 36.8008286, -76.1777557 36.8009694, -76.1779564 36.8010718, -76.1780684 36.800931))",,,Virginia Beach,1397,23464,VA,Fordham Drive,06:00-21:00,,,,,,,+1 757-361-2425,,https://locations.panerabread.com/va/virginia-beach/1397-fordham-drive.html,Panera Bread,Q7130852,Panera,,,,sandwich;bakery,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6397288134, 6397288135, 6397288136, 6397288137, 6397288134]",,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-75.9843437 36.8686453, -75.9845034 36.8692601, -75.9840876 36.8693292, -75.9840381 36.8691387, -75.9839805 36.8689169, -75.9839712 36.8688812, -75.9839279 36.8687144, -75.9840584 36.8686927, -75.9843437 36.8686453))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6400826131, 6400826132, 6400826133, 7151674567, 7151674566, 7151674010, 6400826134, 12305470396, 6400826131]",,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuel,,,CITGO,"POLYGON ((-76.0425294 36.8787269, -76.0423584 36.8785359, -76.0422839 36.8785786, -76.0424549 36.8787696, -76.0425294 36.8787269))",,,Virginia Beach,1405,23454,VA,North Great Neck Road,,,,,,,,,,,Citgo,Q2974437,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6400894276, 6400894277, 6400894278, 6400894279, 6400894276]",,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
school,5,2465154,Kings Grant Day School,"POLYGON ((-76.0873127 36.8625248, -76.087348 36.8637102, -76.0857562 36.8636361, -76.0855755 36.862606, -76.0873127 36.8625248))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[356606463, 6410247978, 6410247979, 6410247980, 356606463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0785526 36.8058269, -76.0783341 36.8055125, -76.0781802 36.8055769, -76.0781461 36.8055912, -76.0783526 36.8059175, -76.0785526 36.8058269))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6508691733, 4049086757, 4049086187, 9868545663, 6508691734, 6508691733]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0772458 36.8072622, -76.0775077 36.8071025, -76.077463 36.8070535, -76.0774043 36.8070363, -76.0773477 36.8070197, -76.0773246 36.8069751, -76.0771083 36.8070451, -76.0771694 36.8072094, -76.0771881 36.8072054, -76.0772458 36.8072622))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6508710556, 6508710557, 6510703380, 6510703375, 6510711495, 6508710559, 6510711496, 6508710561, 6510703381, 6508710556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shelter,,,,"POLYGON ((-76.0663956 36.7415877, -76.0663626 36.7416103, -76.0663161 36.7415667, -76.0663492 36.7415441, -76.0663956 36.7415877))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6610943927, 6610943928, 6610943929, 6610943930, 6610943927]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shelter,,,,"POLYGON ((-76.0670847 36.7412539, -76.0671013 36.7412196, -76.0670336 36.7411985, -76.067017 36.7412329, -76.0670847 36.7412539))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6610943931, 6610943932, 6610943933, 6610943934, 6610943931]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shelter,,,,"POLYGON ((-76.0686556 36.7439577, -76.0685781 36.7439935, -76.0685316 36.7439288, -76.0686091 36.743893, -76.0686556 36.7439577))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6610943972, 6610943973, 6610943974, 6610943975, 6610943972]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.1341441 36.8741161, -76.1341433 36.8740679, -76.1341699 36.8740676, -76.1341669 36.8738914, -76.1338987 36.8738943, -76.1338994 36.8739354, -76.1338706 36.8739608, -76.1338478 36.8739632, -76.1338213 36.8739693, -76.1338049 36.8739928, -76.1338062 36.8740683, -76.1338449 36.8740679, -76.1338457 36.8741194, -76.1341441 36.8741161))",,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6622816576, 6622816572, 6622816571, 6622816574, 6622816573, 6622816568, 6622816569, 6622816565, 6622816570, 6622816564, 6622816566, 6622816567, 6622816575, 6622816576]",,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car_wash,,,Auto Bell Car Wash,"POLYGON ((-76.1341964 36.8742299, -76.134196 36.8742044, -76.1341958 36.8741896, -76.1341951 36.8741505, -76.1341949 36.8741388, -76.1339521 36.8741415, -76.1339525 36.8741612, -76.1339532 36.8742057, -76.1339537 36.8742325, -76.1341964 36.8742299))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6622832715, 6622832695, 6622832708, 6622832707, 6622832713, 6622832712, 6622832711, 6622832694, 6622832714, 6622832715]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restaurant,,,Waffle House,"POLYGON ((-76.0655341 36.7532371, -76.0655577 36.7532153, -76.065524 36.7531918, -76.0655401 36.7531769, -76.0653341 36.7530338, -76.0652744 36.753089, -76.0654776 36.7532302, -76.0654976 36.7532117, -76.0655341 36.7532371))",,,,,,,,24/7,,,,,,,,,,Waffle House,Q1701206,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6629894672, 6629894673, 6629894674, 6629894675, 6629894676, 6629894677, 6629894678, 6629894679, 6629894672]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parking,,,,"POLYGON ((-76.0184953 36.8918103, -76.0182313 36.8922156, -76.0180934 36.89228, -76.0168362 36.8917449, -76.0171569 36.8912526, -76.0184953 36.8918103))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6662390630, 6662390626, 6662390627, 6662390628, 6662390629, 6662390630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
